Date,value
2023-01-01,52.27459934604129
2023-01-02,63.07142754282428
2023-01-03,33.92516765438772
2023-01-04,51.84633858532304
2023-01-05,52.598827942484235
2023-01-06,57.8182287177731
2023-01-07,37.63049289121918
2023-01-08,36.795433869157236
2023-01-09,55.21941565616898
2023-01-10,52.96984673233186
2023-01-11,52.504928503458764
2023-01-12,53.46448209496976
2023-01-13,43.19975278421509
2023-01-14,52.322536971610035
2023-01-15,52.93072473298681
2023-01-16,42.85648581973632
2023-01-17,68.65774511144757
2023-01-18,54.73832920911788
2023-01-19,38.08696502797351
2023-01-20,56.5655360863383
2023-01-21,40.253183297726785
2023-01-22,57.87084603742452
2023-01-23,61.58595579007404
2023-01-24,41.7931768164829
2023-01-25,59.63376129244322
2023-01-26,54.12780926936498
2023-01-27,58.2206015999449
2023-01-28,68.96792982653947
2023-01-29,47.54611883997129
2023-01-30,42.4626383564251
2023-01-31,41.10485570374477
2023-02-01,41.841897150345616
2023-02-02,49.228982905858956
2023-02-03,53.411519748166434
2023-02-04,52.766907993300194
2023-02-05,58.27183249036024
2023-02-06,50.13001891877907
2023-02-07,64.53534077157317
2023-02-08,47.35343166762044
2023-02-09,77.20169166589619
2023-02-10,56.25667347765006
2023-02-11,41.42842443583717
2023-02-12,39.29107501938888
2023-02-13,54.824724152431855
2023-02-14,47.76537214674149
2023-02-15,57.14000494092092
2023-02-16,54.73237624573545
2023-02-17,49.271710873431275
2023-02-18,41.532062819315954
2023-02-19,34.851527753141355
2023-02-20,45.53485047932979
2023-02-21,58.56398794323472
2023-02-22,52.14093744130204
2023-02-23,37.54261221288012
2023-02-24,51.73180925851182
2023-02-25,53.85317379728837
2023-02-26,41.16142563798867
2023-02-27,51.53725105945528
2023-02-28,50.58208718446
2023-03-01,38.57029702169377
2023-03-02,53.577873603482836
2023-03-03,55.60784526368234
2023-03-04,60.83051243175277
2023-03-05,60.53802052034903
2023-03-06,36.22330632042909
2023-03-07,40.62174960084877
2023-03-08,55.1503526720866
2023-03-09,55.13785950912209
2023-03-10,55.150476863060476
2023-03-11,88.5273149065472
2023-03-12,55.70890510693167
2023-03-13,61.35565640180599
2023-03-14,59.54001763493202
2023-03-15,56.51391251305798
2023-03-16,46.84730755359654
2023-03-17,57.589692204932675
2023-03-18,42.27174785462428
2023-03-19,47.63181393259991
2023-03-20,45.14636452170897
2023-03-21,50.81874139386323
2023-03-22,73.14658566673509
2023-03-23,31.32734807408252
2023-03-24,56.86260190374514
2023-03-25,33.87284128810348
2023-03-26,45.280681342105666
2023-03-27,60.889505969673664
2023-03-28,50.64280019095463
2023-03-29,39.22255222070694
2023-03-30,42.84696290740032
2023-03-31,56.79597748934676
2023-04-01,42.69633368282863
2023-04-02,52.16458589581975
2023-04-03,50.45571839903814
2023-04-04,43.48399652394183
2023-04-05,71.43944089325326
2023-04-06,56.33919022318011
2023-04-07,29.74857413342393
2023-04-08,51.86454314769428
2023-04-09,43.38213535231612
2023-04-10,58.52433334796224
2023-04-11,42.07479261567299
2023-04-12,48.85263558533101
2023-04-13,55.049872789804574
2023-04-14,58.657551941701215
2023-04-15,37.99703592944224
2023-04-16,46.654987641590516
2023-04-17,45.25054688839044
2023-04-18,43.46670767426288
2023-04-19,67.65454240281097
2023-04-20,54.049817109609556
2023-04-21,37.39116045664955
2023-04-22,59.17861947054776
2023-04-23,71.22156197012633
2023-04-24,60.32465260551147
2023-04-25,34.80630034045986
2023-04-26,45.15765927133749
2023-04-27,62.669111491866225
2023-04-28,42.923305343812196
2023-04-29,54.43819428146229
2023-04-30,57.74634053429337
2023-05-01,40.73069528421917
2023-05-02,49.404746439382
2023-05-03,17.587326599309275
2023-05-04,39.756123586657104
2023-05-05,47.4743184860684
2023-05-06,37.52216818035151
2023-05-07,66.32411303931636
2023-05-08,35.69858622039367
2023-05-09,45.599555133030165
2023-05-10,51.30740577286091
2023-05-11,64.41273289066116
2023-05-12,35.6413784882056
2023-05-13,61.63163752154959
2023-05-14,50.10233061019587
2023-05-15,40.18491348952049
2023-05-16,54.62103474263271
2023-05-17,51.9905969557347
2023-05-18,43.99783122841205
2023-05-19,50.69802084990019
2023-05-20,46.1468640313824
2023-05-21,51.13517345251248
2023-05-22,56.62130674521046
2023-05-23,65.86016816145352
2023-05-24,37.62184501173151
2023-05-25,71.33033374656267
2023-05-26,30.479122004774982
2023-05-27,48.482149049644164
2023-05-28,55.88317206484576
2023-05-29,52.809918677350325
2023-05-30,43.77300480179406
2023-05-31,47.918777496427246
2023-06-01,45.06999065341167
2023-06-02,44.106352430557884
2023-06-03,58.49602097021025
2023-06-04,53.57015485965047
2023-06-05,43.070904047393455
2023-06-06,58.995998754332504
2023-06-07,53.072995208766095
2023-06-08,58.1286211883896
2023-06-09,56.29628841923612
2023-06-10,41.710049890779274
2023-06-11,44.39818959803031
2023-06-12,57.472936051232615
2023-06-13,56.10370265433465
2023-06-14,49.79098406035852
2023-06-15,51.17327383308782
2023-06-16,62.77664895788425
2023-06-17,44.0842861116417
2023-06-18,55.470973811700375
2023-06-19,47.97807347566106
2023-06-20,47.8231879677278
2023-06-21,60.987768519871906
2023-06-22,58.2541634898803
2023-06-23,58.135096360006386
2023-06-24,63.05478807154329
2023-06-25,50.21003841632759
2023-06-26,56.81952971294964
2023-06-27,46.89733243406544
2023-06-28,53.24166352488442
2023-06-29,48.698569456323156
2023-06-30,50.96995964992718
2023-07-01,55.95157025436914
2023-07-02,41.81779316766527
2023-07-03,70.9238727568546
2023-07-04,39.93982618500298
2023-07-05,37.85811387212268
2023-07-06,61.581108735000676
2023-07-07,57.91662693962936
2023-07-08,56.24119817052155
2023-07-09,56.2834550926428
2023-07-10,49.87753227153085
2023-07-11,41.02745628514168
2023-07-12,50.75804558193726
2023-07-13,43.22838288487888
2023-07-14,59.75119733417751
2023-07-15,48.52942618497861
2023-07-16,41.745028032074885
2023-07-17,46.78614158347006
2023-07-18,54.12931454275625
2023-07-19,44.36275447196025
2023-07-20,41.77779604433569
2023-07-21,52.436872114919126
2023-07-22,52.44966571108723
2023-07-23,44.9305682462887
2023-07-24,45.289616943816775
2023-07-25,52.32049937357636
2023-07-26,35.51915658502676
2023-07-27,35.92536225623445
2023-07-28,42.81555778747564
2023-07-29,47.86552848288153
2023-07-30,53.10907565598004
2023-07-31,64.75356216949552
2023-08-01,58.576596232020194
2023-08-02,48.40061470036573
2023-08-03,49.80983792097311
2023-08-04,39.97470635362191
2023-08-05,49.8148686400761
2023-08-06,47.113413610798624
2023-08-07,53.227185603380896
2023-08-08,41.727690564476774
2023-08-09,55.193465142411725
2023-08-10,65.32738913002578
2023-08-11,48.91239851543143
2023-08-12,54.01711722098941
2023-08-13,56.90143991711113
2023-08-14,45.987795281141636
2023-08-15,52.24092481810417
2023-08-16,50.12592400781795
2023-08-17,50.97676098548832
2023-08-18,42.26990216144534
2023-08-19,50.245101742589426
2023-08-20,54.979982912454496
2023-08-21,64.51143607795042
2023-08-22,59.59270826085207
2023-08-23,71.53182457511556
2023-08-24,42.326524371119504
2023-08-25,58.723206367206785
2023-08-26,51.83342005738352
2023-08-27,71.89802933217672
2023-08-28,41.91701714644849
2023-08-29,41.60278157819224
2023-08-30,44.00607354555978
2023-08-31,28.76104275690193
2023-09-01,44.74244978319239
2023-09-02,42.40867338446302
2023-09-03,51.50393786476208
2023-09-04,53.41755975777159
2023-09-05,68.76170839215887
2023-09-06,59.5042383818605
2023-09-07,44.23096344337597
2023-09-08,41.01585328651642
2023-09-09,54.919191715065054
2023-09-10,36.797667929793576
2023-09-11,68.31458765854353
2023-09-12,61.79440120721287
2023-09-13,45.30824347895295
2023-09-14,32.86865470909122
2023-09-15,63.53872374165413
2023-09-16,48.85460154747382
2023-09-17,62.378163119734616
2023-09-18,34.05572341205633
2023-09-19,44.00624977046227
2023-09-20,50.05243699718183
2023-09-21,50.46980593764742
2023-09-22,45.49934528520756
2023-09-23,56.228499323474985
2023-09-24,39.32379570617405
2023-09-25,48.576205149787064
2023-09-26,51.20295631711899
2023-09-27,55.14438834058749
2023-09-28,57.11614878088889
2023-09-29,38.75357908162131
2023-09-30,34.65885829264378
2023-10-01,62.77676821898509
2023-10-02,53.323140119795916
2023-10-03,42.51513463443446
2023-10-04,65.51151975522522
2023-10-05,51.156746342928585
2023-10-06,61.792971840638266
2023-10-07,50.67518481410109
2023-10-08,70.60747924881987
2023-10-09,67.55340842443205
2023-10-10,47.51035851520926
2023-10-11,59.71570950954355
2023-10-12,56.45375949585148
2023-10-13,63.68631557532348
2023-10-14,40.35076539419896
2023-10-15,56.86051459998439
2023-10-16,60.58424486849588
2023-10-17,32.41260513576886
2023-10-18,38.16741487334225
2023-10-19,29.607678222398995
2023-10-20,47.305931655554424
2023-10-21,57.17542255795962
2023-10-22,65.02357052096028
2023-10-23,50.74094780419775
2023-10-24,66.28615545571292
2023-10-25,36.198985417851084
2023-10-26,32.96617560644845
2023-10-27,49.44452301103381
2023-10-28,53.840654489393074
2023-10-29,49.67305251905907
2023-10-30,29.325578999601234
2023-10-31,49.10879960487212
2023-11-01,36.95530499495147
2023-11-02,56.69672548830039
2023-11-03,53.665982460968486
2023-11-04,40.60120213672645
2023-11-05,44.861330826633065
2023-11-06,39.40786478111048
2023-11-07,49.37320902726828
2023-11-08,59.551423205012384
2023-11-09,40.14273953664456
2023-11-10,55.040465155178445
2023-11-11,44.697423816275595
2023-11-12,42.07127167737656
2023-11-13,48.929696400454425
2023-11-14,39.64757677580626
2023-11-15,44.46350694652818
2023-11-16,38.021221074111516
2023-11-17,69.6472513291639
2023-11-18,50.35263551971729
2023-11-19,43.00274492007414
2023-11-20,52.13979910734222
2023-11-21,48.87671950309171
2023-11-22,47.790304004667775
2023-11-23,56.14166700043425
2023-11-24,57.57507710047305
2023-11-25,44.69498852389472
2023-11-26,44.2418175935532
2023-11-27,47.24948302848356
2023-11-28,26.98078835264415
2023-11-29,34.84808937801448
2023-11-30,63.66874267444524
2023-12-01,66.44967713501283
2023-12-02,47.50963960443622
2023-12-03,55.765569630557664
2023-12-04,53.112501545435364
2023-12-05,80.78880808455237
2023-12-06,61.195749114345766
2023-12-07,48.72082408519233
2023-12-08,40.44459559399574
2023-12-09,33.93553679742428
2023-12-10,52.03463635867223
2023-12-11,42.436492547156966
2023-12-12,35.77746290402326
2023-12-13,43.534271157574736
2023-12-14,39.18451996385605
2023-12-15,66.87141635072565
2023-12-16,58.816397569494505
2023-12-17,49.92027358683383
2023-12-18,64.79944138890026
2023-12-19,50.77368307647618
2023-12-20,41.38715798671736
2023-12-21,65.23124077269657
2023-12-22,55.38910043684659
2023-12-23,39.62753845673544
2023-12-24,48.09661321916392
2023-12-25,41.24381746615243
2023-12-26,36.172002690356635
2023-12-27,59.26177547531641
2023-12-28,69.0941664047013
2023-12-29,36.01432426180859
2023-12-30,55.62969236690571
2023-12-31,43.49357430878173
