변수1,변수2,Group
40.61575557150603,84.24312866450204,G2
42.16307780701126,57.119014034509604,G2
50.19550849649826,62.56082137116921,G3
55.666543879596375,50.37323301440549,G1
50.94236899599774,37.03890187688517,G2
57.52394548019259,47.95487594235647,G2
47.79581910619441,23.613991009401417,G1
52.7093446061033,78.29211031188169,G3
64.47215873492652,16.502349946938057,G1
34.02753270705491,100.64285051918438,G3
51.630676994410784,24.717462013998357,G2
51.58645470541641,89.99777351350394,G3
63.81000073569607,41.83891912859124,G2
46.599163166759574,71.2206613494212,G1
59.79572466574641,44.95106599346263,G1
66.54031198194068,93.47496318782765,G1
22.252955942536527,60.874053361685476,G3
67.52946865175801,81.47364024197505,G2
35.21927304311469,61.5209607979277,G1
33.59089386397289,67.05919951077804,G1
6.808146597914362,72.32213308039499,G2
37.95233502481029,49.42552029000591,G1
49.92714583023455,34.394177435294885,G2
44.25015040601146,33.96793348516,G2
43.062097096973716,61.01685138272311,G2
33.31253968505828,50.2271982922384,G2
63.008442484646665,17.082864803001165,G2
64.37620754319947,70.25882501582991,G3
56.27177782933379,35.63020717426829,G1
21.70207931321543,36.79349949461388,G3
84.10017737026223,59.16747931426152,G1
52.20461975685824,41.99768683852173,G3
58.09413802375499,62.45010996679038,G2
27.52556543942104,99.46921783205116,G1
49.82834828795407,52.41884707635358,G1
56.20031131435468,38.80841707566702,G3
47.886521682989745,63.6301395525462,G3
63.08242789030181,44.49536412664625,G1
69.5051772199481,60.47502963995494,G3
29.847143538988508,66.31271953362477,G3
62.75180873185786,59.29606123075031,G3
55.915099271972444,61.131178991783386,G2
49.92956007989661,63.841807612652985,G2
26.43782024708577,91.94225445041621,G3
72.19773162797829,54.9416139178601,G3
55.95161421906693,62.5486881333618,G2
23.251234067517142,77.33698126684286,G2
46.352983093894764,69.42073662836042,G1
54.90835079548799,52.835815990184415,G1
57.59862952508798,78.03726874035775,G2
48.08592808577938,42.575062377701414,G3
55.12386208923075,55.46501145403548,G3
81.78329318344987,44.578269189911204,G3
73.19805133207264,71.52349198942203,G3
35.757214322317125,83.79199562569498,G1
41.04654002655871,64.46672317392711,G2
48.33194000284596,61.505318918583754,G3
23.763958487425796,42.49982665083848,G1
29.878947530807533,45.948977657596714,G3
25.67458068584775,36.13479768723148,G2
32.784200407625,16.46637221455635,G1
70.84404242219887,52.179319975390165,G2
37.171392216802836,54.0378946129407,G2
34.594073615966046,103.4568459074661,G1
63.24256490764085,91.25627132416221,G1
43.26043420856327,71.11280479267069,G1
56.279592037589026,101.68954461083128,G1
39.07731125955,87.8180699237055,G1
22.971680464901596,19.848639572744517,G1
57.01575616247175,81.34912344469504,G1
26.72849083864022,74.22908530389654,G3
42.34260170633607,54.21244105734617,G2
39.00573297434415,31.695949609649702,G1
52.930197088204594,71.90802271420846,G3
41.660826533380735,18.417445540510073,G3
48.083977573041714,59.5705007525068,G3
26.591643913440965,47.658191834262496,G2
80.00522133659156,34.823159168956096,G1
31.998023934047552,83.77602015304412,G3
68.02070666326536,59.17383138838454,G2
52.247505745093974,63.47932658339139,G2
52.11361052106983,78.15743894484855,G2
55.316293776794936,59.82418887393289,G3
21.795311173211655,69.02822397294996,G1
64.49588002958626,76.31703240978179,G3
42.335832990695565,71.33511853837652,G3
68.15597949704959,65.71960332376568,G1
47.73146051761656,95.66225670750113,G1
44.382176613642955,84.83941196019713,G1
30.631758302957255,58.28473661534333,G2
38.51735951288992,41.806140997030944,G1
56.33470642496097,72.77247299675288,G3
30.381285504959372,64.31721296378011,G1
20.141006756339543,94.17991326377667,G3
37.13676671508349,79.74986011401444,G2
62.600080649336434,75.28408776003816,G3
76.7193661553955,60.259030759081895,G3
39.83876498427865,42.48602516665515,G1
26.76756980263862,56.04074062597369,G1
44.853064038438525,69.5365618864822,G3
52.757832716143376,25.408398139817088,G1
58.66845702648252,84.83427919304688,G2
82.01961872011111,101.3408800350276,G2
53.402732329711796,21.101214192585008,G1
74.83192438068382,31.995688979729287,G2
43.056118669045276,64.5932492846628,G1
51.29848721783832,48.34838168730132,G3
41.10675901309468,65.21812867663347,G3
39.79993498823086,58.56651926885126,G2
46.0489123269909,39.52362961021892,G1
45.790176869887695,85.76812680356979,G1
40.940361207533776,69.29033210485699,G2
41.761206389535474,48.80516050543456,G3
66.45194381662105,90.10050229321642,G2
81.69668235437304,49.83188090212495,G3
42.52390065940332,35.16318966588933,G1
45.134068286489004,63.67023646175471,G3
57.869135009457636,67.06315246445331,G2
97.80550007109454,70.63833784437692,G1
51.26245281511881,73.92702253304975,G2
64.58949300348186,70.32249457155382,G2
73.16712258061688,69.50987282898349,G3
55.16102197103034,48.5249239938367,G2
63.893488143275505,46.38511450858892,G3
59.11757810502207,74.84729832518236,G1
65.48769189241823,64.86913021399775,G3
34.48396465271473,76.40491478972511,G1
53.06424413001993,25.854456887448023,G3
57.21826592642191,49.98427235164812,G2
57.005857590933324,98.14037803821111,G3
67.05526127950186,71.0506630469488,G3
56.703352171611016,65.91100901958305,G1
32.82577219892897,74.15848733939349,G2
58.869741753919726,104.16901051732363,G3
36.753820122807,99.96099084574055,G2
39.50932927405277,28.409584853748125,G3
43.72236678184351,35.78997681861263,G3
48.32871835127614,27.731786888984157,G2
26.84411895962156,45.05784222119475,G3
66.75340160302518,61.09838597304514,G2
32.66726134865774,64.84030288135592,G3
73.55165933058281,29.390425136254947,G1
33.12572393250715,22.652963472617813,G2
69.22880570471303,44.704172260890985,G3
49.573678136013996,78.32342531209243,G3
24.253633310840424,81.80725823387291,G1
34.35557909595723,94.11649718675372,G2
69.89707502478572,59.35339498149772,G3
56.729730110780075,76.56306980780211,G1
48.8190247449829,80.19789922099321,G3
16.748584182756353,50.06281934654757,G2
70.84349507922447,67.75689763060932,G3
78.05635846723276,73.17410251419507,G3
75.32025548553372,41.81684765829752,G3
40.77132176345764,92.84192342214887,G3
55.74199200726179,59.22375434559947,G1
57.38211550904993,61.74070456293345,G1
27.08821061248383,41.05317240115751,G2
52.70738758249321,44.41147608244933,G1
66.06562286176263,16.06970798335982,G1
61.46717352988567,61.103117528372245,G2
33.33254280883854,110.11378419283945,G1
37.060773176516776,39.627611037910256,G1
61.858909841362184,119.52393856309945,G2
59.49278656074067,88.28502525224827,G2
16.18761980723577,50.52822438045783,G2
13.151102813399083,60.54529409637757,G3
48.8520190797268,57.297993841701256,G3
41.155207149692515,94.12327946795423,G2
45.525481652544386,70.3403146023592,G2
43.830641140102784,83.63948097243629,G2
64.76035316844636,67.16343690722697,G3
51.55352126663525,57.76054958810766,G3
54.014540212446875,66.52846730141428,G1
29.865307602350097,51.861115322558376,G1
-0.46143289694966505,30.955919130582046,G2
66.85312672537275,76.27377151913302,G3
82.14807782170831,29.976711033138265,G3
44.86116697654031,54.62331646409649,G3
53.73971812432932,51.202714247691645,G2
54.86777474561833,72.8670786210814,G1
75.1293987450233,91.29409169867058,G2
63.3347644141573,84.09941294601497,G1
57.44096349838813,73.44850037790187,G1
50.83358235415949,47.40256708758436,G2
50.903493822336365,56.330616928070725,G1
28.408076050494042,53.41452585888364,G1
44.247687107078576,50.594371065411124,G3
63.29302949194063,51.95097782746325,G1
46.49445231028992,51.417239298648184,G2
50.66525836248601,50.531476145990084,G2
32.35808783016393,79.03766036057108,G1
56.68260351922076,38.90726222267815,G3
28.07365015946417,45.41051795392339,G3
54.34824217305689,28.33186557920976,G1
47.19162565476779,88.30965605021699,G1
23.85072129182362,44.06994082684826,G2
66.04216928061304,73.21550463444281,G1
47.54202104805548,69.50637720424614,G3
77.91167081178749,86.37677242181542,G1
72.17378172233695,55.79966603249812,G2
36.80798239629865,41.049204254281754,G2
38.12420032016631,28.885000482567428,G2
32.42034718324332,4.307287104357984,G2
26.203045723604987,63.22706451757806,G2
43.667342375735046,75.50945144977828,G1
71.65620814528643,69.43376210395682,G1
21.276389455857167,29.404713936543843,G1
62.77916701347027,80.77652290223858,G1
61.52509181457506,46.03567943369295,G2
58.32039191335443,41.86193011716492,G3
60.997600471165285,45.58735529393633,G1
33.436673171793004,61.56817845012154,G3
61.42357761946395,30.305968569658557,G1
41.76112727688394,59.25928172561764,G1
13.11209956882178,68.58896490767339,G3
50.86119421634556,82.1464779248723,G2
37.3383840138688,63.519133144424885,G1
70.38224949999093,33.20743003612417,G1
45.704802257511204,62.97780455304447,G1
50.68411759888392,38.794834521077604,G3
55.83769364216809,37.641096872660995,G2
45.98899043174931,32.74592792920042,G3
48.442383238550015,21.77492640211952,G3
62.65361034170516,48.6567366412921,G2
34.00517782640047,82.57777486093815,G3
39.472798362085996,105.12968030855083,G2
35.4933341809855,48.52829683319812,G1
71.5513200882433,81.72211053539311,G2
39.47450034488255,52.1083536352681,G1
47.8507511192438,26.985285611028775,G3
40.99092978125623,74.01884522892153,G3
45.3773307008782,64.69628173591133,G1
38.93855800284826,96.3603921592223,G3
56.94086470461678,29.306430360344883,G2
34.38724770080156,115.92065416670553,G1
29.713241676350044,91.83434646376313,G3
41.623694458508595,59.64152852876292,G1
38.026471729527,54.02724416402964,G2
29.932327642874327,45.683802622627645,G2
45.14940801495197,62.194652783755856,G3
25.098238691655,56.32127689182043,G2
75.91621441151389,70.27590827161222,G1
27.610979533764606,54.112666779633884,G2
40.305507510488766,88.29927382993326,G1
43.94667564729634,62.50092062332894,G1
75.27027446908431,54.86365944148536,G2
24.04527034363733,80.48573163558781,G3
52.13075137876352,27.549527396044958,G2
65.55737697416937,66.81976704554268,G1
45.35385344776092,60.51142672818867,G1
32.45274451743486,31.782989391884342,G2
48.380225534704124,25.82993440862985,G3
72.90651889838716,80.20690005883155,G3
40.76321232848433,79.25581380701388,G1
71.54275202116649,63.45116859268718,G1
53.88000368015325,94.33315552909448,G3
68.48771317604377,68.81936363722538,G2
53.28024638414211,84.9961063882243,G1
42.73436462046045,68.40649174369041,G1
74.5828997956093,54.48380868796016,G3
53.37853029208405,38.849374971333155,G2
52.49644303704742,47.93127490194475,G3
62.113334474081434,54.85755457505563,G2
63.86228574628302,87.26306204213411,G2
62.19284696357148,75.39839117059327,G2
29.739170705877402,66.60638136485233,G1
40.441467018861836,77.40019815128149,G3
40.15206572796774,70.54767431384965,G3
38.31379656128187,65.23875222213653,G2
36.91844351894662,30.026811969860905,G1
39.93464133273957,82.78315145723353,G1
55.039231142812405,50.82976304947048,G3
57.41613930874743,81.77080555245088,G1
49.97546050033853,83.70420583021779,G1
43.60951492153371,46.59921612889307,G2
69.13194872980431,78.99432161191875,G1
48.62650909025244,52.78025041488203,G2
64.05608780472767,52.899353447065515,G3
41.460108041768336,65.14946469165315,G1
56.205691999281115,65.68945178339081,G3
70.13132756458873,60.77103030701784,G3
10.868179854734365,33.31423968888087,G1
40.17372074263883,57.57106721031321,G1
58.90613263761818,105.56957456376813,G3
68.19222610524028,4.319915423959557,G1
53.046703219197596,77.39480880456826,G2
50.743590939491064,81.14249866712618,G2
74.15867694834951,32.83304561427696,G1
69.10990085883228,50.61122173180908,G3
36.971270944284505,39.98565684113311,G1
51.74616470181135,97.07930754623757,G1
55.40253503203273,82.06050533555566,G3
75.77899061020528,83.02850748929464,G3
62.99105774064198,62.4129445198959,G2
48.44635850147565,86.24183899499286,G3
53.30111493205432,59.83526865875844,G2
21.741747661491598,87.18315254421115,G3
64.52942726941018,57.02607151775559,G1
59.685991830848714,46.41516166573121,G2
